undefined21-04-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,6856.456278354705USD,6310.620650491164EUR,moola-market, USD, EUR,mobius,0.0032698282212558767USD,0.0030095891327825614EUR,weth,171.45641642665788USD,157.80694257134806EUR,wrapped-bitcoin,6853.868348285219USD,6308.238742946588EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5347904942320182USD,0.4922275883770804EUR,truefeedbackchain,0.00011420291957614201USD,0.00010511373761291604EUR,premio, USD, EUR,usd-coin,0.9997959263158033USD,0.9202031724177283EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.419880359487937USD,3.1476271039494614EUR,saber, USD, EUR,fantom,0.0030190032823973283USD,0.002778663450088959EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.027804337444612USD,13.831455861944999EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
04-03-2021,celo-euro, USD, EUR,celo-dollar,0.9996253588830376USD,0.8295061164322455EUR,celo,4.110575744559351USD,3.411025632623007EUR,ubeswap, USD, EUR,bitcoin,50577.45746915202USD,41970.03402467931EUR,moola-market, USD, EUR,mobius,0.011444563643016801USD,0.009495714678502042EUR,weth,1577.5778574257884USD,1309.1009249154954EUR,wrapped-bitcoin,50642.67610820649USD,42024.15356008358EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.131003508942642USD,11.726146938780257EUR,truefeedbackchain,0.0012078001774110624USD,0.0010021420022023934EUR,premio, USD, EUR,usd-coin,0.9969030471027999USD,0.827247095837704EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,31.663130439346467USD,26.274603911787153EUR,saber, USD, EUR,fantom,0.524067098119034USD,0.4348797871598424EUR,avalanche-2,27.38833799879518USD,22.727308473146216EUR,wmatic,0.2167379832365582USD,0.17983292314095325EUR,binancecoin,241.75975167975105USD,200.61635185963596EUR,aave,397.85834336965996USD,330.1496169199811EUR,curve-dao-token,2.2934266795947518USD,1.9029134517267563EUR,celostarter, USD, EUR,sushi,17.51766413799528USD,14.536455501998827EUR,moola-celo-atoken, USD, EUR,
05-03-2021,celo-euro, USD, EUR,celo-dollar,1.0021781780891725USD,0.8376756410467245EUR,celo,3.8758159950885287USD,3.2390155512794876EUR,ubeswap, USD, EUR,bitcoin,48727.45120080115USD,40721.482241058366EUR,moola-market, USD, EUR,mobius,0.011189652244674672USD,0.009351181191222377EUR,weth,1540.543815466313USD,1287.4309260413816EUR,wrapped-bitcoin,48633.40373762135USD,40642.88687012647EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,13.115024093723461USD,10.960212520100596EUR,truefeedbackchain,0.0011768038022146295USD,0.0009836373421001083EUR,premio, USD, EUR,usd-coin,1.0095295404690023USD,0.8436628274404042EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,30.83944523136235USD,25.771259962595007EUR,saber, USD, EUR,fantom,0.4612346278055687USD,0.3854533172224857EUR,avalanche-2,25.675490236065123USD,21.456981514789412EUR,wmatic,0.18773342301540988USD,0.15688243867759527EUR,binancecoin,230.26650905990243USD,192.4334913548516EUR,aave,376.61020473958695USD,314.7327714906684EUR,curve-dao-token,2.07651894441474USD,1.7353448053284557EUR,celostarter, USD, EUR,sushi,17.408828021403334USD,14.548540168658736EUR,moola-celo-atoken, USD, EUR,
06-03-2021,celo-euro, USD, EUR,celo-dollar,1.0037339561671181USD,0.8423345397494026EUR,celo,3.773579540984681USD,3.166791724373885EUR,ubeswap, USD, EUR,bitcoin,49091.81488232977USD,41197.900141066006EUR,moola-market, USD, EUR,mobius,0.011159946022542751USD,0.009365437862063907EUR,weth,1532.2959341522856USD,1285.9042802365336EUR,wrapped-bitcoin,49092.730820931USD,41198.66879765611EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,12.63107017877297USD,10.600006725096463EUR,truefeedbackchain,0.001216680060856892USD,0.0010210391237511654EUR,premio, USD, EUR,usd-coin,1.0044801017898486USD,0.8429607059021424EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,30.813913180234064USD,25.859066754765593EUR,saber, USD, EUR,fantom,0.46158770100084967USD,0.38736486026761385EUR,avalanche-2,24.441001287889627USD,20.51091272179826EUR,wmatic,0.2013999577467318USD,0.16901504594101505EUR,binancecoin,226.9398478508591USD,190.44814725628873EUR,aave,369.64720470039805USD,310.20830383177866EUR,curve-dao-token,2.0634575957298256USD,1.7316556777940668EUR,celostarter, USD, EUR,sushi,16.690631198186487USD,14.006794392149299EUR,moola-celo-atoken, USD, EUR,
07-03-2021,celo-euro, USD, EUR,celo-dollar,1.0076807890376993USD,0.845646725841227EUR,celo,3.811199448385932USD,3.198362388284923EUR,ubeswap, USD, EUR,bitcoin,49019.36859236582USD,41137.103142082EUR,moola-market, USD, EUR,mobius,0.010539938220490402USD,0.008845126694573774EUR,weth,1661.5774240888227USD,1394.3974358727644EUR,wrapped-bitcoin,49011.05413973721USD,41130.12564512158EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,13.068095512982284USD,10.966758822590238EUR,truefeedbackchain,0.0016523678570536371USD,0.0013866687580072685EUR,premio, USD, EUR,usd-coin,1.00004495198052USD,0.8392387237470041EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,33.366534525647666USD,28.001229140458072EUR,saber, USD, EUR,fantom,0.4422672267987732USD,0.37115109899675736EUR,avalanche-2,24.989470041609493USD,20.971188248388714EUR,wmatic,0.19734756694397831USD,0.16561427552695343EUR,binancecoin,226.65626759661149USD,190.21016642334396EUR,aave,390.0044927741032USD,327.29216034051996EUR,curve-dao-token,2.0479582784272767USD,1.7186486352144479EUR,celostarter, USD, EUR,sushi,16.637596054236152USD,13.96228724631103EUR,moola-celo-atoken, USD, EUR,
08-03-2021,celo-euro, USD, EUR,celo-dollar,1.000631447124203USD,0.8393296578477809EUR,celo,3.8916832564754382USD,3.2637640547263818EUR,ubeswap, USD, EUR,bitcoin,51313.09262027362USD,43033.77643908508EUR,moola-market, USD, EUR,mobius,0.010944408754383567USD,0.009178539346272541EUR,weth,1727.3862577844727USD,1448.6742124772054EUR,wrapped-bitcoin,51347.7801300143USD,43062.86715381661EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,13.917187045269639USD,11.671662832702424EUR,truefeedbackchain,0.0022716514339979595USD,0.001905461222837489EUR,premio, USD, EUR,usd-coin,1.0024270474350858USD,0.8408358073885503EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,34.59522017185715USD,29.01331599234816EUR,saber, USD, EUR,fantom,0.4481394937533363USD,0.3758994073602986EUR,avalanche-2,26.56727859029896USD,22.284633281542778EUR,wmatic,0.20694800970226615USD,0.17352300886321423EUR,binancecoin,240.0619974599154USD,201.32823423175546EUR,aave,413.33154650898655USD,346.702501211738EUR,curve-dao-token,2.2397936124952533USD,1.8787388821610178EUR,celostarter, USD, EUR,sushi,17.877096830884735USD,14.992645134318309EUR,moola-celo-atoken, USD, EUR,
09-03-2021,celo-euro, USD, EUR,celo-dollar,1.0012636272471218USD,0.8447180616542878EUR,celo,3.917416332257829USD,3.305288691011887EUR,ubeswap, USD, EUR,bitcoin,52328.5359126325USD,44151.78354799639EUR,moola-market, USD, EUR,mobius,0.011181970494700193USD,0.009434698149139336EUR,weth,1835.7260259067073USD,1548.7139332082436EUR,wrapped-bitcoin,52345.343790475235USD,44161.253979521956EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,13.640225836910282USD,11.508831428086362EUR,truefeedbackchain,0.003387440725318845USD,0.0028581260124619745EUR,premio, USD, EUR,usd-coin,1.0036598451442194USD,0.84673963567561EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.684111004540924USD,30.951925187193382EUR,saber, USD, EUR,fantom,0.45379754496111946USD,0.38288804818058503EUR,avalanche-2,25.49599582848919USD,21.512042512321134EUR,wmatic,0.210163114483491USD,0.17730453186022616EUR,binancecoin,240.61622414964333USD,202.9963587362947EUR,aave,435.3695867994451USD,367.3396059053375EUR,curve-dao-token,2.3639374143656684USD,1.9943405275044217EUR,celostarter, USD, EUR,sushi,17.28388950779217USD,14.58314350108359EUR,moola-celo-atoken, USD, EUR,
10-03-2021,celo-euro, USD, EUR,celo-dollar,1.001579992405105USD,0.8417228177172889EUR,celo,3.9855181471557772USD,3.3498798144203454EUR,ubeswap, USD, EUR,bitcoin,54700.273439277444USD,45969.83629700157EUR,moola-market, USD, EUR,mobius,0.011433791606861787USD,0.009610250484858225EUR,weth,1865.7169129656668USD,1567.9391650717828EUR,wrapped-bitcoin,54695.9567426529USD,45966.20856674182EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.866607085296575USD,12.495576521083867EUR,truefeedbackchain,0.0034935367635244717USD,0.0029363630657202465EUR,premio, USD, EUR,usd-coin,1.0017895864080708USD,0.8420171706406059EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,37.38601665410705USD,31.41902146602832EUR,saber, USD, EUR,fantom,0.529407772224685USD,0.4449116447387642EUR,avalanche-2,34.27674764223849USD,28.81005199102081EUR,wmatic,0.2714840345211437USD,0.22818586030746985EUR,binancecoin,294.72023395611154USD,247.71618800315326EUR,aave,446.27486190441994USD,375.09982300386986EUR,curve-dao-token,2.40834612662517USD,2.0239620430851613EUR,celostarter, USD, EUR,sushi,19.73678973008946USD,16.58902834640669EUR,moola-celo-atoken, USD, EUR,
11-03-2021,celo-euro, USD, EUR,celo-dollar,1.0021446211717666USD,0.840337348492752EUR,celo,4.163441945500948USD,3.491504049916551EUR,ubeswap, USD, EUR,bitcoin,56020.4877195857USD,46979.34120652177EUR,moola-market, USD, EUR,mobius,0.011483156149010788USD,0.009628890543536979EUR,weth,1802.324160879559USD,1511.4470645552074EUR,wrapped-bitcoin,56229.23116397719USD,47149.50360331161EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.233539653620891USD,11.936388688923017EUR,truefeedbackchain,0.0034819891656021076USD,0.002920030934165586EUR,premio, USD, EUR,usd-coin,0.9978938465431584USD,0.8368437586495581EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.1755363883366USD,30.334019298957156EUR,saber, USD, EUR,fantom,0.45914890648913775USD,0.3850468644708559EUR,avalanche-2,29.807323508090693USD,24.996719567119943EUR,wmatic,0.28547458148233745USD,0.2393770024883142EUR,binancecoin,278.40134011560883USD,233.4701478343508EUR,aave,408.24425910044386USD,342.3577181242233EUR,curve-dao-token,2.2155443188931114USD,1.8579776212669525EUR,celostarter, USD, EUR,sushi,17.94732460836152USD,15.050805889818058EUR,moola-celo-atoken, USD, EUR,
12-03-2021,celo-euro, USD, EUR,celo-dollar,0.9969490810362149USD,0.8320148220186643EUR,celo,3.995012317662673USD,3.3340654947916026EUR,ubeswap, USD, EUR,bitcoin,57788.86810329514USD,48228.104397681615EUR,moola-market, USD, EUR,mobius,0.010941081681604427USD,0.009130956304954734EUR,weth,1829.165400960042USD,1526.5501061906132EUR,wrapped-bitcoin,57904.0542305064USD,48324.46540266564EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,15.976571418630938USD,13.33335951341836EUR,truefeedbackchain,0.00299911477927485USD,0.002502944229306397EUR,premio, USD, EUR,usd-coin,0.9991359466706182USD,0.8338358982455899EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.619349592569996USD,30.56093453792642EUR,saber, USD, EUR,fantom,0.4430712469823932USD,0.36976821066788457EUR,avalanche-2,30.73680875354817USD,25.651618902934864EUR,wmatic,0.3770593293494195USD,0.3146790109611808EUR,binancecoin,288.4728386043209USD,240.7481806584606EUR,aave,404.96019619911397USD,337.9639863001287EUR,curve-dao-token,2.1668615257960355USD,1.8083781218298642EUR,celostarter, USD, EUR,sushi,18.607714665140012USD,15.529198527795229EUR,moola-celo-atoken, USD, EUR,
13-03-2021,celo-euro, USD, EUR,celo-dollar,1.0014514654847935USD,0.8377952684467344EUR,celo,3.7775881711198944USD,3.1602584897836503EUR,ubeswap, USD, EUR,bitcoin,57353.86147197248USD,47981.15078408417EUR,moola-market, USD, EUR,mobius,0.010285503294473496USD,0.008604656631593925EUR,weth,1769.4325242642567USD,1480.2736305815151EUR,wrapped-bitcoin,57440.25522968612USD,48053.42616030606EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.598623129754035USD,12.212930736512753EUR,truefeedbackchain,0.002674320391740397USD,0.0022372856276425715EUR,premio, USD, EUR,usd-coin,1.0013004938797547USD,0.8376689684704185EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,35.48776058701812USD,29.688386239648207EUR,saber, USD, EUR,fantom,0.38974053543534826USD,0.3260495268750389EUR,avalanche-2,28.117722285861383USD,23.52275222762819EUR,wmatic,0.38016732024026634USD,0.3180407569339223EUR,binancecoin,264.080531574575USD,220.92475518518935EUR,aave,373.82866889052383USD,312.7379616491031EUR,curve-dao-token,2.0456085538060322USD,1.7113172495516045EUR,celostarter, USD, EUR,sushi,19.448389764226466USD,16.27015335734633EUR,moola-celo-atoken, USD, EUR,
14-03-2021,celo-euro, USD, EUR,celo-dollar,1.0017958401923583USD,0.8380833657839641EUR,celo,3.9867419369974093USD,3.335232556395226EUR,ubeswap, USD, EUR,bitcoin,61315.197932766816USD,51295.129601791945EUR,moola-market, USD, EUR,mobius,0.011409160823259767USD,0.009544824080613355EUR,weth,1923.3025390826288USD,1609.0214410787532EUR,wrapped-bitcoin,61312.61257644354USD,51292.96674181376EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,15.318478663846857USD,12.815332020823629EUR,truefeedbackchain,0.004608774620410565USD,0.0038556685860131347EUR,premio, USD, EUR,usd-coin,1.0001946793985093USD,0.8367438650858833EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,38.59762560474782USD,32.290503397552776EUR,saber, USD, EUR,fantom,0.4073190970513011USD,0.34076030535943896EUR,avalanche-2,30.992577497724273USD,25.928173386553635EUR,wmatic,0.40977130457800476USD,0.3428068877551721EUR,binancecoin,277.1037454812445USD,231.81972849844473EUR,aave,415.6202888790838USD,347.70502433421916EUR,curve-dao-token,2.3580427849231653USD,1.9726937910538083EUR,celostarter, USD, EUR,sushi,23.053971169362196USD,19.286514254836174EUR,moola-celo-atoken, USD, EUR,
15-03-2021,celo-euro, USD, EUR,celo-dollar,1.0018573931815677USD,0.8383362331812584EUR,celo,3.8766206896289686USD,3.2438864139091077EUR,ubeswap, USD, EUR,bitcoin,59428.967566027764USD,49729.09033783585EUR,moola-market, USD, EUR,mobius,0.010873281519714445USD,0.009100175502294625EUR,weth,1867.4517598668558USD,1562.6500185249074EUR,wrapped-bitcoin,59856.56238046907USD,50095.752753086024EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.567314052136112USD,12.189666187174561EUR,truefeedbackchain,0.004722981044634618USD,0.003952105524491446EUR,premio, USD, EUR,usd-coin,0.9941177596937985USD,0.8318598471920962EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,37.45408127177023USD,31.340901034754463EUR,saber, USD, EUR,fantom,0.394227265243441USD,0.32988227946493703EUR,avalanche-2,29.265335372240834USD,24.488705863454435EUR,wmatic,0.3806557344721005USD,0.31858220385173536EUR,binancecoin,265.97402356240656USD,222.6016395400851EUR,aave,386.19368692447955USD,323.217082397705EUR,curve-dao-token,2.129253987377775USD,1.7817214100659495EUR,celostarter, USD, EUR,sushi,20.901447671799634USD,17.489955185703845EUR,moola-celo-atoken, USD, EUR,
16-03-2021,celo-euro, USD, EUR,celo-dollar,0.9990956112248857USD,0.837825594043409EUR,celo,3.6843727761841847USD,3.089232357274373EUR,ubeswap, USD, EUR,bitcoin,55805.32924923426USD,46797.45622313987EUR,moola-market, USD, EUR,mobius,0.01072610863540506USD,0.008994743083912519EUR,weth,1794.927004017102USD,1504.990650131214EUR,wrapped-bitcoin,56191.1910706767USD,47121.03377281236EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.163365885178607USD,11.877172017456619EUR,truefeedbackchain,0.004542492145390406USD,0.0038087388466533432EUR,premio, USD, EUR,usd-coin,0.9995327059584479USD,0.8380771884322727EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.07263848669878USD,30.245789119303833EUR,saber, USD, EUR,fantom,0.36912380509789416USD,0.30954131697421255EUR,avalanche-2,29.069045851009488USD,24.373493805650043EUR,wmatic,0.4009195020368565USD,0.3361585739533406EUR,binancecoin,253.49929241289573USD,212.5804506287758EUR,aave,367.273317599627USD,307.9472913344413EUR,curve-dao-token,2.232098888253142USD,1.8718024141068714EUR,celostarter, USD, EUR,sushi,19.734954753828838USD,16.54941729728481EUR,moola-celo-atoken, USD, EUR,
17-03-2021,celo-euro, USD, EUR,celo-dollar,1.0001734978849188USD,0.8401777437752637EUR,celo,3.75408810297696USD,3.153516596438909EUR,ubeswap, USD, EUR,bitcoin,56830.253335076224USD,47746.846623517624EUR,moola-market, USD, EUR,mobius,0.012380633868188481USD,0.010401787634500427EUR,weth,1795.7699376387804USD,1508.7448454262226EUR,wrapped-bitcoin,56561.842482844826USD,47513.192046124255EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,13.689313740219452USD,11.50129596786521EUR,truefeedbackchain,0.005599139730676504USD,0.004703400554842341EUR,premio, USD, EUR,usd-coin,1.0061237229622233USD,0.8453109438262788EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.170164554379575USD,30.38894247299485EUR,saber, USD, EUR,fantom,0.3829006408251565USD,0.32170009979950825EUR,avalanche-2,33.081252026160215USD,27.793743189810908EUR,wmatic,0.3524962938125101USD,0.2961046417209722EUR,binancecoin,259.05040404323574USD,217.64534176338904EUR,aave,371.88403207552966USD,312.4443196927693EUR,curve-dao-token,2.607080974484891USD,2.190005374348745EUR,celostarter, USD, EUR,sushi,20.21472819129702USD,16.980816404709696EUR,moola-celo-atoken, USD, EUR,
18-03-2021,celo-euro, USD, EUR,celo-dollar,1.0052353977277204USD,0.8390146985364527EUR,celo,3.9743505066113665USD,3.3171717785906436EUR,ubeswap, USD, EUR,bitcoin,59014.92563205099USD,49256.512604163196EUR,moola-market, USD, EUR,mobius,0.014796434298932664USD,0.012349769905432646EUR,weth,1817.8436611138245USD,1517.2541225303485EUR,wrapped-bitcoin,58863.63284052691USD,49133.47433198788EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.277756264275158USD,11.916857877195937EUR,truefeedbackchain,0.007138191997708641USD,0.0059582488604874115EUR,premio, USD, EUR,usd-coin,1.0039799812538315USD,0.8379668714536042EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.56744691087597USD,30.520836726928078EUR,saber, USD, EUR,fantom,0.4332576107173771USD,0.36161629849720517EUR,avalanche-2,32.82609035078864USD,27.39813218083397EUR,wmatic,0.3742696596921904USD,0.3123823001137882EUR,binancecoin,270.92343249137247USD,226.12488831176157EUR,aave,383.4074586104408USD,320.0091182919112EUR,curve-dao-token,2.4469988568837167USD,2.042509945840841EUR,celostarter, USD, EUR,sushi,20.04097177690879USD,16.728199142185794EUR,moola-celo-atoken, USD, EUR,
19-03-2021,celo-euro, USD, EUR,celo-dollar,1.0043242372622216USD,0.8426882945172391EUR,celo,4.0678957191381295USD,3.413208582100037EUR,ubeswap, USD, EUR,bitcoin,57922.40959262911USD,48605.87962170269EUR,moola-market, USD, EUR,mobius,0.014023547679674724USD,0.011766597916107867EUR,weth,1779.7545239553526USD,1493.3208308699798EUR,wrapped-bitcoin,57908.5097226941USD,48594.21547634737EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.26867567597296USD,11.97363053687109EUR,truefeedbackchain,0.00730615189063659USD,0.006130299805357534EUR,premio, USD, EUR,usd-coin,1.0037380821169943USD,0.8421964751810848EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,35.76364955987484USD,30.00784779970856EUR,saber, USD, EUR,fantom,0.4003866578602743USD,0.33598646587673847EUR,avalanche-2,33.30822164005943USD,27.947596449308246EUR,wmatic,0.3807691732998191USD,0.319488182548946EUR,binancecoin,262.65199569448845USD,220.38078350741733EUR,aave,364.45113032378464USD,305.83098826685557EUR,curve-dao-token,2.612277792325611USD,2.191857804428726EUR,celostarter, USD, EUR,sushi,19.779276812524948USD,16.597879033614355EUR,moola-celo-atoken, USD, EUR,
20-03-2021,celo-euro, USD, EUR,celo-dollar,0.9963862203094194USD,0.8340400315033035EUR,celo,4.095561594222147USD,3.4282512658675577EUR,ubeswap, USD, EUR,bitcoin,58243.27060892363USD,48753.403312258655EUR,moola-market, USD, EUR,mobius,0.014860577179890925USD,0.012439269037085388EUR,weth,1813.2032176672208USD,1517.768951396612EUR,wrapped-bitcoin,58484.93083251073USD,48955.68862731555EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.182866696542028USD,11.871981311340951EUR,truefeedbackchain,0.008861397934218713USD,0.007417566061806782EUR,premio, USD, EUR,usd-coin,1.000935152156741USD,0.8378477831400823EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,34.522349209774255USD,28.897450241279692EUR,saber, USD, EUR,fantom,0.4140009459359093USD,0.3465457018098419EUR,avalanche-2,37.83962031914909USD,31.6742217824485EUR,wmatic,0.3782546188255841USD,0.31662370250723737EUR,binancecoin,263.57879484349144USD,220.63258390566693EUR,aave,371.7956736336287USD,311.2171455501331EUR,curve-dao-token,2.738478249949273USD,2.292284296293788EUR,celostarter, USD, EUR,sushi,20.323316425298742USD,17.011936863542676EUR,moola-celo-atoken, USD, EUR,
21-03-2021,celo-euro, USD, EUR,celo-dollar,0.9996262232096732USD,0.8367521245310046EUR,celo,3.985050667933687USD,3.33574643735391EUR,ubeswap, USD, EUR,bitcoin,58376.15847137206USD,48864.63909083903EUR,moola-market, USD, EUR,mobius,0.016342973144537955USD,0.01368013081523265EUR,weth,1807.1124173580843USD,1512.6705556358452EUR,wrapped-bitcoin,58340.736583469676USD,48834.988668242055EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.275804030345455USD,11.949775900661113EUR,truefeedbackchain,0.008552151979316818USD,0.007158707096566841EUR,premio, USD, EUR,usd-coin,1.0007006714434574USD,0.8376515075418172EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.45718177913322USD,30.517030865950158EUR,saber, USD, EUR,fantom,0.4320236143171856USD,0.3616318467184148EUR,avalanche-2,34.44023069216908USD,28.82871170434052EUR,wmatic,0.3683746279661518USD,0.3083535079584869EUR,binancecoin,265.268468060338USD,222.04695021692672EUR,aave,370.9534167920817USD,310.51212182706394EUR,curve-dao-token,2.7116133570738463USD,2.269796634739017EUR,celostarter, USD, EUR,sushi,19.604168157780308USD,16.409963018992357EUR,moola-celo-atoken, USD, EUR,
22-03-2021,celo-euro, USD, EUR,celo-dollar,0.9997905025407365USD,0.8412947139634556EUR,celo,3.8984099493653788USD,3.2803989185024327EUR,ubeswap, USD, EUR,bitcoin,57573.539344778685USD,48446.46372599024EUR,moola-market, USD, EUR,mobius,0.015799788109912817USD,0.013295063500636445EUR,weth,1787.6350964510364USD,1504.2430922457493EUR,wrapped-bitcoin,57681.18911274658USD,48537.04788389195EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.306229754951788USD,12.038277458129029EUR,truefeedbackchain,0.007532842592619028USD,0.006338668589253722EUR,premio, USD, EUR,usd-coin,1.0037714831149223USD,0.8446445936681962EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,35.96262402561323USD,30.261505201456774EUR,saber, USD, EUR,fantom,0.4203884980166885USD,0.35371278028875164EUR,avalanche-2,32.92911576581013USD,27.708895972572005EUR,wmatic,0.37045721927030295USD,0.31172900675660087EUR,binancecoin,265.0540332337827USD,223.03528239926425EUR,aave,367.7788053645965USD,309.4751991289522EUR,curve-dao-token,2.5972305886919846USD,2.1852968311724923EUR,celostarter, USD, EUR,sushi,18.883298443374613USD,15.88974802444487EUR,moola-celo-atoken, USD, EUR,
23-03-2021,celo-euro, USD, EUR,celo-dollar,1.0011153356548244USD,0.839132872115202EUR,celo,3.9474034101308177USD,3.3086661695307265EUR,ubeswap, USD, EUR,bitcoin,54370.137557895185USD,45572.396859377EUR,moola-market, USD, EUR,mobius,0.017644707432015603USD,0.014789582033026319EUR,weth,1685.3985675149702USD,1412.6808545082365EUR,wrapped-bitcoin,54431.377913148484USD,45623.72779026605EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.870337482227853USD,12.464138433553588EUR,truefeedbackchain,0.006960102128561198USD,0.005833943683955736EUR,premio, USD, EUR,usd-coin,1.0013927367002986USD,0.8393653891167174EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,33.884436590544986USD,28.40186698132161EUR,saber, USD, EUR,fantom,0.39653547907485537USD,0.3323712801347945EUR,avalanche-2,29.510058230793643USD,24.734976688352436EUR,wmatic,0.3340843096976451USD,0.28002880021994686EUR,binancecoin,256.94864890376607USD,215.37384361383909EUR,aave,337.0443077399612USD,282.5064942159423EUR,curve-dao-token,2.370085812062465USD,1.9865774866410113EUR,celostarter, USD, EUR,sushi,17.37990739790492USD,14.567629822035114EUR,moola-celo-atoken, USD, EUR,
